Trial 0, Params: {'learning_rate': 0.001139778634059735, 'depth': 6, 'colsample_bylevel': 0.27859587653777873, 'min_data_in_leaf': 92, 'l2_leaf_reg': 1.960072468996326, 'grow_policy': 'Depthwise'}, Value: 0.2120176037740107
Trial 190, Params: {'learning_rate': 0.08957050095689661, 'depth': 7, 'colsample_bylevel': 0.9100581580234353, 'min_data_in_leaf': 32, 'l2_leaf_reg': 1.1688045341925222, 'grow_policy': 'Depthwise'}, Value: 0.5934418667005572
Trial 191, Params: {'learning_rate': 0.09192977075269089, 'depth': 10, 'colsample_bylevel': 0.9409956654519387, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0782847015984762, 'grow_policy': 'Depthwise'}, Value: 0.6268585259945939
Trial 192, Params: {'learning_rate': 0.08473577241976214, 'depth': 10, 'colsample_bylevel': 0.8799117076866282, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.1182336659428596, 'grow_policy': 'Depthwise'}, Value: 0.6161686625564458
Trial 193, Params: {'learning_rate': 0.09274020803954044, 'depth': 10, 'colsample_bylevel': 0.8498820097058671, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.037842399442086, 'grow_policy': 'Depthwise'}, Value: 0.6182071131827827
Trial 194, Params: {'learning_rate': 0.09953680411305536, 'depth': 10, 'colsample_bylevel': 0.546295272567904, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.1013532034045357, 'grow_policy': 'Depthwise'}, Value: 0.6147972692782594
Trial 195, Params: {'learning_rate': 0.09996727906664658, 'depth': 10, 'colsample_bylevel': 0.9012003017460247, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.241393996540928, 'grow_policy': 'SymmetricTree'}, Value: 0.5923582814557655
Trial 196, Params: {'learning_rate': 0.0780885106087643, 'depth': 10, 'colsample_bylevel': 0.9265108356245291, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.1669675670658004, 'grow_policy': 'Depthwise'}, Value: 0.603452160961872
Trial 197, Params: {'learning_rate': 0.08560525394589981, 'depth': 10, 'colsample_bylevel': 0.9422478944904948, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.0490151550117313, 'grow_policy': 'Depthwise'}, Value: 0.6116358563930496
Trial 198, Params: {'learning_rate': 0.09147394748674396, 'depth': 10, 'colsample_bylevel': 0.959901732075404, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.202662008775413, 'grow_policy': 'Depthwise'}, Value: 0.6274335496859458
Trial 199, Params: {'learning_rate': 0.09924564580133712, 'depth': 10, 'colsample_bylevel': 0.8883682350776466, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.1291527576237905, 'grow_policy': 'Depthwise'}, Value: 0.6384732049035098
Trial 200, Params: {'learning_rate': 0.0785365615182387, 'depth': 10, 'colsample_bylevel': 0.8622454959518779, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1294328485180047, 'grow_policy': 'Depthwise'}, Value: 0.6018053348321877
Trial 201, Params: {'learning_rate': 0.0996233461419839, 'depth': 10, 'colsample_bylevel': 0.8911437225703086, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0001590291759903, 'grow_policy': 'Depthwise'}, Value: 0.632197894901451
Trial 202, Params: {'learning_rate': 0.0918179751346432, 'depth': 10, 'colsample_bylevel': 0.8839889970477166, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0068535315119613, 'grow_policy': 'Depthwise'}, Value: 0.6261255750393712
Trial 203, Params: {'learning_rate': 0.09955760104760086, 'depth': 10, 'colsample_bylevel': 0.8945477522551271, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.0808117246839086, 'grow_policy': 'Depthwise'}, Value: 0.633969153444444
Trial 204, Params: {'learning_rate': 0.09988635019666933, 'depth': 10, 'colsample_bylevel': 0.9166566638466731, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.0801513993101635, 'grow_policy': 'Depthwise'}, Value: 0.6331655524543011
Trial 205, Params: {'learning_rate': 0.08506909920444136, 'depth': 10, 'colsample_bylevel': 0.9112718659020976, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.0763832203449968, 'grow_policy': 'Depthwise'}, Value: 0.6190068606730191
Trial 206, Params: {'learning_rate': 0.0907737416367262, 'depth': 10, 'colsample_bylevel': 0.8732895523137871, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.001828159160139, 'grow_policy': 'Depthwise'}, Value: 0.6195663684778646
Trial 207, Params: {'learning_rate': 0.08520487563110939, 'depth': 10, 'colsample_bylevel': 0.8427899230712713, 'min_data_in_leaf': 33, 'l2_leaf_reg': 1.0970517448771455, 'grow_policy': 'Depthwise'}, Value: 0.6120734281048656
Trial 208, Params: {'learning_rate': 0.09953139249132256, 'depth': 10, 'colsample_bylevel': 0.8921199805342928, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.0449173003107306, 'grow_policy': 'Depthwise'}, Value: 0.6320632600754467
Trial 209, Params: {'learning_rate': 0.07316484822281555, 'depth': 10, 'colsample_bylevel': 0.899008836267921, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.0599795224275403, 'grow_policy': 'Depthwise'}, Value: 0.5949282673493685
Trial 210, Params: {'learning_rate': 0.09960160440184204, 'depth': 10, 'colsample_bylevel': 0.886612390860343, 'min_data_in_leaf': 34, 'l2_leaf_reg': 1.1274885856103958, 'grow_policy': 'Depthwise'}, Value: 0.6361190991705478
Trial 211, Params: {'learning_rate': 0.09942211662742755, 'depth': 10, 'colsample_bylevel': 0.8839659700379146, 'min_data_in_leaf': 30, 'l2_leaf_reg': 1.1221294275894198, 'grow_policy': 'Depthwise'}, Value: 0.6277101145916641
Trial 212, Params: {'learning_rate': 0.09971297504462262, 'depth': 10, 'colsample_bylevel': 0.8662818905435937, 'min_data_in_leaf': 35, 'l2_leaf_reg': 1.0476494929914388, 'grow_policy': 'Depthwise'}, Value: 0.6329921497457492
Trial 213, Params: {'learning_rate': 0.09088102681227123, 'depth': 10, 'colsample_bylevel': 0.8624279444775315, 'min_data_in_leaf': 34, 'l2_leaf_reg': 1.144993844055506, 'grow_policy': 'Depthwise'}, Value: 0.6206138179056362
Trial 214, Params: {'learning_rate': 0.090635913396267, 'depth': 10, 'colsample_bylevel': 0.911451681098342, 'min_data_in_leaf': 35, 'l2_leaf_reg': 1.0842962004226107, 'grow_policy': 'Depthwise'}, Value: 0.6242050355545415
Trial 215, Params: {'learning_rate': 0.08075937359221028, 'depth': 10, 'colsample_bylevel': 0.8416707477556584, 'min_data_in_leaf': 32, 'l2_leaf_reg': 1.157787441073162, 'grow_policy': 'Depthwise'}, Value: 0.6073876747173242
Trial 216, Params: {'learning_rate': 0.09138014198075253, 'depth': 10, 'colsample_bylevel': 0.8740300232344193, 'min_data_in_leaf': 34, 'l2_leaf_reg': 1.0279311112630316, 'grow_policy': 'Depthwise'}, Value: 0.622925708717293
Trial 217, Params: {'learning_rate': 0.08414712027432361, 'depth': 10, 'colsample_bylevel': 0.818627363148409, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.0893277027025559, 'grow_policy': 'Depthwise'}, Value: 0.6106292437068683
Trial 218, Params: {'learning_rate': 0.09918935531151381, 'depth': 10, 'colsample_bylevel': 0.9201251929267175, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.0042048136442565, 'grow_policy': 'Depthwise'}, Value: 0.6364798278506087
Trial 219, Params: {'learning_rate': 0.0995809315477612, 'depth': 10, 'colsample_bylevel': 0.9186856913099279, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.000606493448226, 'grow_policy': 'Depthwise'}, Value: 0.6309405508601362
Trial 220, Params: {'learning_rate': 0.09100396287037528, 'depth': 10, 'colsample_bylevel': 0.8989577969275337, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0503352541749313, 'grow_policy': 'Depthwise'}, Value: 0.6254855417691191
Trial 221, Params: {'learning_rate': 0.09975248219728329, 'depth': 10, 'colsample_bylevel': 0.9149048578329132, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.1074861521619066, 'grow_policy': 'Depthwise'}, Value: 0.6359077654733702
Trial 222, Params: {'learning_rate': 0.09994516446117102, 'depth': 10, 'colsample_bylevel': 0.9246554850333396, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1231826927476072, 'grow_policy': 'Depthwise'}, Value: 0.6325188291385274
Trial 223, Params: {'learning_rate': 0.08614717893946036, 'depth': 10, 'colsample_bylevel': 0.9176678403148837, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.185192675572684, 'grow_policy': 'Depthwise'}, Value: 0.6138362136321097
Trial 224, Params: {'learning_rate': 0.09990869132977484, 'depth': 10, 'colsample_bylevel': 0.9293283742792949, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.118978996366495, 'grow_policy': 'Depthwise'}, Value: 0.6315609675411051
Trial 225, Params: {'learning_rate': 0.09086914058108965, 'depth': 10, 'colsample_bylevel': 0.9087028613810813, 'min_data_in_leaf': 35, 'l2_leaf_reg': 1.1503515734368557, 'grow_policy': 'Depthwise'}, Value: 0.6278765369783093
Trial 226, Params: {'learning_rate': 0.09999202334609637, 'depth': 10, 'colsample_bylevel': 0.9272240302020707, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.1022068775162388, 'grow_policy': 'Depthwise'}, Value: 0.6339293422286469
Trial 227, Params: {'learning_rate': 0.08161830095018233, 'depth': 10, 'colsample_bylevel': 0.4573196777539908, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.2010075739377148, 'grow_policy': 'Depthwise'}, Value: 0.5940607821017487
Trial 228, Params: {'learning_rate': 0.09166922045531521, 'depth': 10, 'colsample_bylevel': 0.9303182315876098, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1116235397459426, 'grow_policy': 'Depthwise'}, Value: 0.6257913101517211
Trial 229, Params: {'learning_rate': 0.09987315652537979, 'depth': 10, 'colsample_bylevel': 0.8808523880848709, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.071590389089683, 'grow_policy': 'Lossguide'}, Value: 0.555354465954687
Trial 230, Params: {'learning_rate': 0.08404975379773101, 'depth': 10, 'colsample_bylevel': 0.897950584144174, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.1578907331837738, 'grow_policy': 'Depthwise'}, Value: 0.6158236326447678
Trial 231, Params: {'learning_rate': 0.0921752547489455, 'depth': 10, 'colsample_bylevel': 0.9199387646783551, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1034617337836707, 'grow_policy': 'Depthwise'}, Value: 0.6287439303694886
Trial 232, Params: {'learning_rate': 0.001605645342315072, 'depth': 10, 'colsample_bylevel': 0.934072660531215, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0579602052016268, 'grow_policy': 'Depthwise'}, Value: 0.0646963124364611
Trial 233, Params: {'learning_rate': 0.09217288628913922, 'depth': 10, 'colsample_bylevel': 0.9058899083683907, 'min_data_in_leaf': 35, 'l2_leaf_reg': 1.1179350282730458, 'grow_policy': 'Depthwise'}, Value: 0.6280984648716014
Trial 234, Params: {'learning_rate': 0.09117469782288656, 'depth': 10, 'colsample_bylevel': 0.951313343458017, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.212283688351234, 'grow_policy': 'Depthwise'}, Value: 0.6227242135840537
Trial 235, Params: {'learning_rate': 0.09904989342033453, 'depth': 10, 'colsample_bylevel': 0.872148674784686, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.0515618662272845, 'grow_policy': 'Depthwise'}, Value: 0.6378795718479181
Trial 236, Params: {'learning_rate': 0.09993714192709749, 'depth': 10, 'colsample_bylevel': 0.8679996283352275, 'min_data_in_leaf': 85, 'l2_leaf_reg': 1.0380289239427578, 'grow_policy': 'Depthwise'}, Value: 0.6268244509828221
Trial 237, Params: {'learning_rate': 0.08374436949705999, 'depth': 10, 'colsample_bylevel': 0.8885673116529889, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1547116962520445, 'grow_policy': 'SymmetricTree'}, Value: 0.5731060690478635
Trial 238, Params: {'learning_rate': 0.032275435961686826, 'depth': 10, 'colsample_bylevel': 0.8638320590124681, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.0683884493677789, 'grow_policy': 'Depthwise'}, Value: 0.4730969631102142
Trial 239, Params: {'learning_rate': 0.0906952254894727, 'depth': 10, 'colsample_bylevel': 0.9049347281898097, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.101769856441042, 'grow_policy': 'Depthwise'}, Value: 0.6239365250738167
Trial 240, Params: {'learning_rate': 0.09988667607959748, 'depth': 10, 'colsample_bylevel': 0.3009846801010086, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.2417394128313228, 'grow_policy': 'Depthwise'}, Value: 0.604397888282701
Trial 241, Params: {'learning_rate': 0.09978019486493288, 'depth': 10, 'colsample_bylevel': 0.9220853595648029, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0491423928131942, 'grow_policy': 'Depthwise'}, Value: 0.6337063381075005
Trial 242, Params: {'learning_rate': 0.09097677377380642, 'depth': 10, 'colsample_bylevel': 0.9171763218098077, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0452446933562662, 'grow_policy': 'Depthwise'}, Value: 0.6221463415284866
Trial 243, Params: {'learning_rate': 0.09935127352589898, 'depth': 10, 'colsample_bylevel': 0.8910216469525587, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.1462170259892346, 'grow_policy': 'Depthwise'}, Value: 0.6389128875018011
Trial 244, Params: {'learning_rate': 0.08528485705577425, 'depth': 10, 'colsample_bylevel': 0.8777140797330504, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.175418758765804, 'grow_policy': 'Depthwise'}, Value: 0.6116286535603301
Trial 245, Params: {'learning_rate': 0.09223360110634754, 'depth': 10, 'colsample_bylevel': 0.8948295631416222, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.038382491359552, 'grow_policy': 'Depthwise'}, Value: 0.6242639078843149
Trial 246, Params: {'learning_rate': 0.07966160391571973, 'depth': 10, 'colsample_bylevel': 0.8585850383996149, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.0934909741269194, 'grow_policy': 'Depthwise'}, Value: 0.605704438411818
Trial 247, Params: {'learning_rate': 0.09189735034054179, 'depth': 10, 'colsample_bylevel': 0.8865726445540502, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.07277124013979, 'grow_policy': 'Depthwise'}, Value: 0.6233597764900654
Trial 248, Params: {'learning_rate': 0.09905708374974094, 'depth': 10, 'colsample_bylevel': 0.9058093393556191, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.149697537544332, 'grow_policy': 'Depthwise'}, Value: 0.6357744675227247
Trial 249, Params: {'learning_rate': 0.09973418171103281, 'depth': 10, 'colsample_bylevel': 0.9413563500081458, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0315656310237196, 'grow_policy': 'Depthwise'}, Value: 0.6344555366480507
Trial 250, Params: {'learning_rate': 0.08580020357774253, 'depth': 10, 'colsample_bylevel': 0.9397595223249141, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.1949694218637734, 'grow_policy': 'Depthwise'}, Value: 0.6141424656127777
Trial 251, Params: {'learning_rate': 0.09971977351601341, 'depth': 10, 'colsample_bylevel': 0.9493900268700849, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.006632931378483, 'grow_policy': 'Depthwise'}, Value: 0.6312556797914998
Trial 252, Params: {'learning_rate': 0.07770702070619179, 'depth': 4, 'colsample_bylevel': 0.9147646873987183, 'min_data_in_leaf': 72, 'l2_leaf_reg': 1.1283821040818227, 'grow_policy': 'Depthwise'}, Value: 0.48151045883544163
Trial 253, Params: {'learning_rate': 0.08641045708871391, 'depth': 10, 'colsample_bylevel': 0.9353822617712507, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0914012224425196, 'grow_policy': 'Depthwise'}, Value: 0.6156760147981577
Trial 254, Params: {'learning_rate': 0.09137128376364004, 'depth': 10, 'colsample_bylevel': 0.9619491161028075, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0015154013492173, 'grow_policy': 'Depthwise'}, Value: 0.6244890179312567
Trial 255, Params: {'learning_rate': 0.015544724410778052, 'depth': 10, 'colsample_bylevel': 0.9093615151633268, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.1502799055001138, 'grow_policy': 'Depthwise'}, Value: 0.36858859667473237
Trial 256, Params: {'learning_rate': 0.0841223163846548, 'depth': 10, 'colsample_bylevel': 0.9303395866427409, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.2411066787446563, 'grow_policy': 'Depthwise'}, Value: 0.6143841252071656
Trial 257, Params: {'learning_rate': 0.09281019367382042, 'depth': 10, 'colsample_bylevel': 0.9545961917418934, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.0646380647979763, 'grow_policy': 'Depthwise'}, Value: 0.6250363360874649
Trial 258, Params: {'learning_rate': 0.07816096159888627, 'depth': 10, 'colsample_bylevel': 0.906503311774046, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.1798953824423246, 'grow_policy': 'Depthwise'}, Value: 0.6069409640679414
Trial 259, Params: {'learning_rate': 0.0993708053950891, 'depth': 10, 'colsample_bylevel': 0.9712812425450582, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.1064759248473477, 'grow_policy': 'Depthwise'}, Value: 0.6350713357561769
Trial 260, Params: {'learning_rate': 0.09109110384473956, 'depth': 10, 'colsample_bylevel': 0.9710783944300658, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0333282186681674, 'grow_policy': 'Depthwise'}, Value: 0.6282124743270313
Trial 261, Params: {'learning_rate': 0.09979987638557185, 'depth': 10, 'colsample_bylevel': 0.9458490297309061, 'min_data_in_leaf': 42, 'l2_leaf_reg': 7.989216594523544, 'grow_policy': 'Lossguide'}, Value: 0.5578266931583393
Trial 262, Params: {'learning_rate': 0.08601338725615071, 'depth': 10, 'colsample_bylevel': 0.9823182717620084, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.0842505690659776, 'grow_policy': 'Depthwise'}, Value: 0.6186827317362866
Trial 263, Params: {'learning_rate': 0.09979045304605451, 'depth': 8, 'colsample_bylevel': 0.6506394706850117, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1190618599837099, 'grow_policy': 'Depthwise'}, Value: 0.6133351650909288
Trial 264, Params: {'learning_rate': 0.07661579777325658, 'depth': 10, 'colsample_bylevel': 0.9705806753415818, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.0501529523207163, 'grow_policy': 'Depthwise'}, Value: 0.6009137488018016
Trial 265, Params: {'learning_rate': 0.099945220722208, 'depth': 10, 'colsample_bylevel': 0.9965378434158263, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0052504065122898, 'grow_policy': 'SymmetricTree'}, Value: 0.5957838619235492
Trial 266, Params: {'learning_rate': 0.021802890524533883, 'depth': 10, 'colsample_bylevel': 0.9306830261003606, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.1854547535568873, 'grow_policy': 'Depthwise'}, Value: 0.41691131304305545
Trial 267, Params: {'learning_rate': 0.08616275916232256, 'depth': 10, 'colsample_bylevel': 0.6056797825053251, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.0903859293434481, 'grow_policy': 'Depthwise'}, Value: 0.6123732060996988
Trial 268, Params: {'learning_rate': 0.09123288232559805, 'depth': 10, 'colsample_bylevel': 0.893846671192486, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.2678855749320388, 'grow_policy': 'Depthwise'}, Value: 0.6175590039363258
Trial 269, Params: {'learning_rate': 0.08256434210468791, 'depth': 10, 'colsample_bylevel': 0.9531350812615998, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.145900747441954, 'grow_policy': 'Depthwise'}, Value: 0.6121949171963968
Trial 270, Params: {'learning_rate': 0.09183682072942484, 'depth': 10, 'colsample_bylevel': 0.9228300541851462, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.053487219060056, 'grow_policy': 'Depthwise'}, Value: 0.6311165064213966
Trial 271, Params: {'learning_rate': 0.09957513864106177, 'depth': 10, 'colsample_bylevel': 0.8784662121848718, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.216355879157341, 'grow_policy': 'Depthwise'}, Value: 0.636529985321121
Trial 272, Params: {'learning_rate': 0.072900246147851, 'depth': 10, 'colsample_bylevel': 0.8790121731931404, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.2157621749589707, 'grow_policy': 'Depthwise'}, Value: 0.5928438626977558
Trial 273, Params: {'learning_rate': 0.09998686686449387, 'depth': 10, 'colsample_bylevel': 0.9748935908930515, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.2418420173062055, 'grow_policy': 'Depthwise'}, Value: 0.6333086679357299
Trial 274, Params: {'learning_rate': 0.08570102612164457, 'depth': 10, 'colsample_bylevel': 0.9775344776862824, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.314793781503075, 'grow_policy': 'Depthwise'}, Value: 0.6153391594216011
Trial 275, Params: {'learning_rate': 0.0928955348631161, 'depth': 10, 'colsample_bylevel': 0.9869446363480728, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.2599399739424166, 'grow_policy': 'Depthwise'}, Value: 0.6271886964855824
Trial 276, Params: {'learning_rate': 0.08251675358601496, 'depth': 9, 'colsample_bylevel': 0.9574604635003937, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.2038834305365143, 'grow_policy': 'Depthwise'}, Value: 0.6035348647077522
Trial 277, Params: {'learning_rate': 0.09156238243725688, 'depth': 10, 'colsample_bylevel': 0.8414031750771316, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.2769519474082875, 'grow_policy': 'Depthwise'}, Value: 0.6221145274572654
